yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetypeid,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,topicid,questionid,responseid,locationid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,stratificationcategoryid3,stratificationid3
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,35.3,35.3,,,33.3,37.4,Gender,Male,,,,,POINT(-72.615117 40.984878),IMM,IMM1_0,,36,GENDER,GENM,,,,
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,34.5,34.5,,,32.6,36.5,Gender,Male,,,,,POINT(-72.615117 40.984878),IMM,IMM1_0,,36,GENDER,GENM,,,,
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,40.8,40.8,,,38.9,42.7,Gender,Female,,,,,POINT(-72.615117 40.984878),IMM,IMM1_0,,36,GENDER,GENF,,,,
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,39.3,39.3,,,37.5,41.2,Gender,Female,,,,,POINT(-72.615117 40.984878),IMM,IMM1_0,,36,GENDER,GENF,,,,
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,42.5,42.5,,,40.8,44.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),IMM,IMM1_0,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,39.6,39.6,,,37.9,41.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-72.615117 40.984878),IMM,IMM1_0,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,30.7,30.7,,,26.6,35.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-78.866159 42.902396),IMM,IMM1_0,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,30.6,30.6,,,26.5,34.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.615117 40.984878),IMM,IMM1_0,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,33.3,33.3,,,29.9,36.9,Race/Ethnicity,Hispanic,,,,,POINT(-77.745208 43.284125),IMM,IMM1_0,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,35.7,35.7,,,32.4,39.2,Race/Ethnicity,Hispanic,,,,,POINT(-72.615117 40.984878),IMM,IMM1_0,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,32.5,32.5,,,27,38.6,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-73.559413 40.654615),IMM,IMM1_0,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,35.4,35.4,,,30.2,41.1,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.615117 40.984878),IMM,IMM1_0,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,28.5,28.5,,,16.8,44.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-74.005941 40.712784),IMM,IMM1_0,,36,RACE,MRC,,,,
2013,2013,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,27,27,,,16.8,40.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.615117 40.984878),IMM,IMM1_0,,36,RACE,MRC,,,,
2012,2012,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,33.4,33.4,,,31.8,35.1,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),IMM,IMM1_0,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,34.5,34.5,,,32.8,36.2,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),IMM,IMM1_0,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,3.7,3.7,,,3.4,3.9,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,3.7,3.7,,,3.4,3.9,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,3.3,3.3,,,2.9,3.7,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,GENDER,GENM,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,3.2,3.2,,,2.9,3.6,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,GENDER,GENM,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,4,4,,,3.7,4.3,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,GENDER,GENF,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,4,4,,,3.7,4.4,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,GENDER,GENF,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,3.4,3.4,,,3.1,3.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,RACE,WHT,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,3.6,3.6,,,3.2,3.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,RACE,WHT,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,4.5,4.5,,,3.7,5.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,RACE,BLK,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,4.5,4.5,,,3.7,5.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,RACE,BLK,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,4.1,4.1,,,3.4,4.8,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,RACE,HIS,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,4,4,,,3.4,4.7,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,RACE,HIS,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,2.9,2.9,,,2.1,3.7,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,RACE,OTH,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,3,3,,,2.1,3.9,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,RACE,OTH,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,4.7,4.7,,,2.4,7.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,RACE,MRC,,,,
2014,2014,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,4.7,4.7,,,2.1,7.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,RACE,MRC,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,3.7,3.7,,,3.4,3.9,Overall,Overall,,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,3.7,3.7,,,3.4,3.9,Overall,Overall,,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,3.3,3.3,,,2.9,3.6,Gender,Male,,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,GENDER,GENM,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,3.2,3.2,,,2.9,3.6,Gender,Male,,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,GENDER,GENM,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,4.1,4.1,,,3.7,4.4,Gender,Female,,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,GENDER,GENF,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,4.1,4.1,,,3.7,4.4,Gender,Female,,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,GENDER,GENF,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,3.4,3.4,,,3.1,3.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,3.5,3.5,,,3.2,3.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,4.1,4.1,,,3.3,5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,4.1,4.1,,,3.3,4.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,4.4,4.4,,,3.7,5,Race/Ethnicity,Hispanic,,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,4.4,4.4,,,3.7,5.1,Race/Ethnicity,Hispanic,,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,3.2,3.2,,,2.3,4,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,3.1,3.1,,,2.2,3.9,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,CrdMean,Crude Mean,6.2,6.2,,,3.9,8.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,RACE,MRC,,,,
2013,2013,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,6.6,6.6,,,4.2,9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.615117 40.984878),MTH,MTH1_0,,36,RACE,MRC,,,,
2012,2012,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,AgeAdjMean,Age-adjusted Mean,4.1,4.1,,,3.7,4.5,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,Mean,4.1,4.1,,,3.7,4.4,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH1_0,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,CrdPrev,Crude Prevalence,14.6,14.6,,,10,21,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.615117 40.984878),MTH,MTH2_0,,36,RACE,BLK,,,,
2014,2014,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,CrdPrev,Crude Prevalence,14.7,14.7,,,12.3,17.4,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH2_0,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,CrdPrev,Crude Prevalence,13.2,13.2,,,10,17.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH2_0,,36,RACE,WHT,,,,
2014,2014,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,CrdPrev,Crude Prevalence,24.8,24.8,,,18.1,33.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH2_0,,36,RACE,BLK,,,,
2014,2014,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,CrdPrev,Crude Prevalence,15,15,,,10.2,21.7,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH2_0,,36,RACE,HIS,,,,
2014,2014,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH2_0,,36,RACE,OTH,,,,
2014,2014,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH2_0,,36,RACE,MRC,,,,
2013,2013,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,CrdPrev,Crude Prevalence,12.3,12.3,,,10.3,14.6,Overall,Overall,,,,,POINT(-72.615117 40.984878),MTH,MTH2_0,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,CrdPrev,Crude Prevalence,13.5,13.5,,,10.5,17.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-72.615117 40.984878),MTH,MTH2_0,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,CrdPrev,Crude Prevalence,13.3,13.3,,,9.6,18,Race/Ethnicity,Hispanic,,,,,POINT(-72.615117 40.984878),MTH,MTH2_0,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.615117 40.984878),MTH,MTH2_0,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.615117 40.984878),MTH,MTH2_0,,36,RACE,MRC,,,,
2012,2012,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,CrdPrev,Crude Prevalence,14.2,14.2,,,11.6,17.1,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH2_0,,36,OVERALL,OVR,,,,
2009,2011,NY,New York,PRAMS,Mental Health,Postpartum depressive symptoms,,%,CrdPrev,Crude Prevalence,9.8,9.8,,,7.7,12.3,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),MTH,MTH3_0,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,26.1,26.1,,,24.4,27.8,Gender,Female,,,,,POINT(-72.615117 40.984878),NPAW,NPAW1_1,,36,GENDER,GENF,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,25.4,25.4,,,24.2,26.6,Overall,Overall,,,,,POINT(-72.615117 40.984878),NPAW,NPAW1_1,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,25.2,25.2,,,24,26.5,Overall,Overall,,,,,POINT(-72.615117 40.984878),NPAW,NPAW1_1,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,24.7,24.7,,,22.9,26.5,Gender,Male,,,,,POINT(-72.615117 40.984878),NPAW,NPAW1_1,,36,GENDER,GENM,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,24.6,24.6,,,22.8,26.5,Gender,Male,,,,,POINT(-72.615117 40.984878),NPAW,NPAW1_1,,36,GENDER,GENM,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,25.7,25.7,,,24.1,27.5,Gender,Female,,,,,POINT(-72.615117 40.984878),NPAW,NPAW1_1,,36,GENDER,GENF,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,24,24,,,22.6,25.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,23.3,23.3,,,21.8,24.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-72.615117 40.984878),NPAW,NPAW1_1,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,34.1,34.1,,,30.2,38.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-78.866159 42.902396),NPAW,NPAW1_1,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,33.7,33.7,,,29.8,37.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.615117 40.984878),NPAW,NPAW1_1,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,30,30,,,26.7,33.6,Race/Ethnicity,Hispanic,,,,,POINT(-77.745208 43.284125),NPAW,NPAW1_1,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,30.4,30.4,,,27,34,Race/Ethnicity,Hispanic,,,,,POINT(-72.615117 40.984878),NPAW,NPAW1_1,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,9.9,9.9,,,6.9,14.1,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-73.559413 40.654615),NPAW,NPAW1_1,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,10.6,10.6,,,7.4,15,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.615117 40.984878),NPAW,NPAW1_1,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,28.9,28.9,,,17.8,43.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-74.005941 40.712784),NPAW,NPAW1_1,,36,RACE,MRC,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,31,31,,,21.5,42.3,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.615117 40.984878),NPAW,NPAW1_1,,36,RACE,MRC,,,,
2012,2012,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,18.5,18.5,,,15.6,21.5,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,18.4,18.4,,,15.4,21.4,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,27,27,,,25.6,28.5,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,26.9,26.9,,,25.4,28.3,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,27.8,27.8,,,25.8,30,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,GENDER,GENM,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,27.7,27.7,,,25.6,29.9,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,GENDER,GENM,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,26.2,26.2,,,24.4,28.1,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,GENDER,GENF,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,26.1,26.1,,,24.2,28,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,GENDER,GENF,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,26.3,26.3,,,24.6,28,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,RACE,WHT,,,,
